sub trial_no group_type block_type prime target mask1 mask2 congruency key_press key_error time_error RT
34 53 LeftLarger PercIExp Prime_9N Target_9N CbhEdmJ ADkLjcH Congruent right error Normal 2729
34 54 LeftLarger PercIExp Prime_9A Target_4A Cagelhm fFgljEG Incongruent left correct Normal 1194
34 55 LeftLarger PercIExp Prime_4N Target_1A lhgjEaL mhiDEfl Congruent left error Normal 1354
34 56 LeftLarger PercIExp Prime_1N Target_1N FLeDJik IbGcjkm Congruent right correct Normal 1128
34 57 LeftLarger PercIExp Prime_6A Target_6A bcMLmBl JcKHmlj Congruent right error Normal 937
34 58 LeftLarger PercIExp Prime_1A Target_9N haAgked GMgKEFl Incongruent left error Normal 1152
34 59 LeftLarger PercIExp Prime_1N Target_1A EjDAiGd EiKchAI Congruent right correct Normal 1480
34 60 LeftLarger PercIExp Prime_4A Target_1N DdciBjL LmdDFIB Congruent left error Normal 2132
34 61 LeftLarger PercIExp Prime_1A Target_6N JkgHFaG maMDCkA Incongruent right correct Normal 765
34 62 LeftLarger PercIExp Prime_9N Target_9A EaklHBh IbGJDcA Congruent right error Normal 959
34 63 LeftLarger PercIExp Prime_6N Target_9N gjCKmHi ElgKCJB Congruent left correct Normal 1237
34 64 LeftLarger PercIExp Prime_1A Target_4N ifljaCd bldaiMg Congruent left error Normal 557
34 65 LeftLarger PercIExp Prime_4N Target_6N BGkDKgI BDILbAG Incongruent left error Normal 846
34 66 LeftLarger PercIExp Prime_6N Target_4A kmKMBAf aLFiHdE Incongruent right error Normal 577
34 67 LeftLarger PercIExp Prime_6A Target_1N DGFKMjb IEmeFKl Incongruent left correct Normal 754
34 68 LeftLarger PercIExp Prime_9A Target_9A KAEhleH AHdiKGM Congruent right error Normal 947
34 69 LeftLarger PercIExp Prime_6N Target_4N KJhkEjI ImlHJkL Incongruent right error Normal 1089
34 70 LeftLarger PercIExp Prime_1A Target_1N LBIFeCl DJIcMhL Congruent left error Normal 673
34 71 LeftLarger PercIExp Prime_1N Target_6A kLbCmIB DJmCFBe Incongruent left error Normal 898
34 72 LeftLarger PercIExp Prime_9A Target_6A kMcCGda jBGLfml Congruent right error Normal 469
34 73 LeftLarger PercIExp Prime_4A Target_6A fdlLkgK GgmHiIK Incongruent right correct Normal 867
34 74 LeftLarger PercIExp Prime_6A Target_9A lkBIamK eaMIHcL Congruent left correct Normal 924
34 75 LeftLarger PercIExp Prime_6N Target_1A LeiFMIk fBMgiHD Incongruent left correct Normal 731
34 76 LeftLarger PercIExp Prime_6A Target_9N AecmbHF LCGBJbk Congruent right error Normal 779
34 77 LeftLarger PercIExp Prime_9A Target_4N EFeJLlI AcmigbG Incongruent left correct Normal 1672
34 78 LeftLarger PercIExp Prime_6A Target_4A AMaJbeK jCGMFeh Incongruent right error Normal 1535
34 79 LeftLarger PercIExp Prime_4A Target_6N MIFjhJg dajgcDh Incongruent right correct Normal 2114
34 80 LeftLarger PercIExp Prime_1A Target_9A CgbeliD JlmaABc Incongruent right correct Normal 1281
34 81 LeftLarger PercIExp Prime_6A Target_4A EHhJaCb BeMlifD Incongruent right error Normal 777
34 82 LeftLarger PercIExp Prime_6A Target_6A clmCMjk LJdalBC Congruent right error Normal 953
34 83 LeftLarger PercIExp Prime_4N Target_1N jgCkclH IdFBGhl Congruent left error Normal 1256
34 84 LeftLarger PercIExp Prime_9A Target_6A hjabgMB mDHGcCf Congruent right error Normal 1211
34 85 LeftLarger PercIExp Prime_9N Target_6N jHDeAbJ HleDLbM Congruent right error Normal 1041
34 86 LeftLarger PercIExp Prime_4A Target_1N ikHdmIa gafDhFd Congruent right correct Normal 1730
34 87 LeftLarger PercIExp Prime_9A Target_9N daKflGj iJahAeB Congruent left correct Normal 1382
34 88 LeftLarger PercIExp Prime_1A Target_1A jbEhedg faAIJcG Congruent right correct Normal 1757
34 89 LeftLarger PercIExp Prime_9N Target_4A EGCMLiB kCEDaLJ Incongruent right error Normal 2476
34 90 LeftLarger PercIExp Prime_6N Target_9A KeDaicj KfdAhjJ Congruent left correct Normal 1659
34 91 LeftLarger PercIExp Prime_4N Target_4N CJdkMmi jmdAgCB Congruent left error Normal 2086
34 92 LeftLarger PercIExp Prime_6N Target_4N bjkKMBg mEGikeB Incongruent left correct Normal 1672
34 93 LeftLarger PercIExp Prime_1N Target_4N MjHicCI ehDfiGk Congruent right correct Normal 1658
34 94 LeftLarger PercIExp Prime_4A Target_9N jkhgIKA FamGcMi Incongruent right correct Normal 1202
34 95 LeftLarger PercIExp Prime_4A Target_6A jmkLaIf eLaMbIg Incongruent left error Normal 2285
34 96 LeftLarger PercIExp Prime_1A Target_9A AECFfhl CHdbJgI Incongruent left error Normal 503
34 97 LeftLarger PercIExp Prime_1N Target_1A elKIMLa DjELBfk Congruent right correct Normal 4451
34 98 LeftLarger PercIExp Prime_6A Target_9A fDMAimF ceGfCgH Congruent right error Normal 1343
34 99 LeftLarger PercIExp Prime_9A Target_6N baHefDg jKIlfDa Congruent left correct Normal 1865
34 100 LeftLarger PercIExp Prime_4N Target_6N EjhmMJB IDeClgf Incongruent right correct Normal 1475
34 101 LeftLarger PercIExp Prime_6N Target_1N gcEAdmH jGJHBCK Incongruent left correct Normal 1923
34 102 LeftLarger PercIExp Prime_6N Target_1A dLcHBbG lMhGACB Incongruent right error Normal 1333
34 103 LeftLarger PercIExp Prime_9N Target_1A MiFlBeK ifdGACj Incongruent left correct Normal 1419
34 104 LeftLarger PercIExp Prime_4A Target_9A BfeMjDb MfCBleI Incongruent left error Normal 1340
34 105 LeftLarger PercIExp Prime_4N Target_4A BCfJdKG IGADdCF Congruent left error Normal 1651
34 106 LeftLarger PercIExp Prime_9N Target_9N JLDCFGl bhgfJCi Congruent right error Normal 3813
34 107 LeftLarger PercIExp Prime_1N Target_1N JGgEkFL LJkaBMf Congruent right correct Normal 1825
34 108 LeftLarger PercIExp Prime_9A Target_4N DBLHEcd BicbleD Incongruent left correct Normal 1698
34 109 LeftLarger PercIExp Prime_4A Target_4N FiKDIdA gElBecA Congruent right correct Normal 1956
34 110 LeftLarger PercIExp Prime_6A Target_9N LDlEBcf mBjliHD Congruent right error Normal 1363
34 111 LeftLarger PercIExp Prime_1A Target_4A hjIbAic KIdFlbh Congruent right correct Normal 2612
34 112 LeftLarger PercIExp Prime_1A Target_4N kcECJmg BdbgIck Congruent right correct Normal 1236
34 113 LeftLarger PercIExp Prime_1N Target_9N ilJfkbI MihLmJD Incongruent left error Normal 3178
34 114 LeftLarger PercIExp Prime_9A Target_4A DFMkICb MEbKacB Incongruent right error Normal 2686
34 115 LeftLarger PercIExp Prime_6A Target_1A jAaiKGI DblMIHG Incongruent right error Normal 1340
34 116 LeftLarger PercIExp Prime_6N Target_6A hjHcJlM heLjdKF Congruent left correct Normal 1383
34 117 LeftLarger PercIExp Prime_4N Target_1A IfDkKdh ECfmabk Congruent right correct Normal 1199
34 118 LeftLarger PercIExp Prime_1A Target_6N EhjJmkH FaCGKMA Incongruent right correct Normal 1448
34 119 LeftLarger PercIExp Prime_9A Target_1A aGFABdl lKmfehH Incongruent left correct Normal 2714
34 120 LeftLarger PercIExp Prime_1N Target_6N CdFhfAi dgchMAf Incongruent right correct Normal 1812
34 121 LeftLarger PercIExp Prime_1A Target_1N KGFkdcg IgMjAeC Congruent left error Normal 1325
34 122 LeftLarger PercIExp Prime_4A Target_4A fCjIeKD BDMmEJa Congruent left error Normal 1065
34 123 LeftLarger PercIExp Prime_1N Target_9A JMdLeGa dkgBFLj Incongruent right correct Normal 1379
34 124 LeftLarger PercIExp Prime_4A Target_6N LMDICJe mAfBHgl Incongruent right correct Normal 1059
34 125 LeftLarger PercIExp Prime_6A Target_6N EJjeFhB gBlmLka Congruent left correct Normal 375
34 126 LeftLarger PercIExp Prime_9A Target_1N BFMDafA fMkEBCm Incongruent left correct Normal 1103
34 127 LeftLarger PercIExp Prime_6A Target_1N jFCAMmH khBidjI Incongruent left correct Normal 1028
34 128 LeftLarger PercIExp Prime_1A Target_9N KGDAhge jfAlhCm Incongruent right correct Normal 968
34 129 LeftLarger PercIExp Prime_1N Target_4A MhAKbgC FkdBcfE Congruent left error Normal 1764
34 130 LeftLarger PercIExp Prime_6N Target_9N lFkBibH BmMfghK Congruent left correct Normal 2364
34 131 LeftLarger PercIExp Prime_9N Target_9A eBLdDgc bKDjgdB Congruent right error Normal 854
34 132 LeftLarger PercIExp Prime_4A Target_1A FJLimfM LHJDlmb Congruent left error Normal 1312
34 133 LeftLarger PercIExp Prime_6N Target_6N gbIlcAG AjGJKac Congruent right error Normal 846
34 134 LeftLarger PercIExp Prime_6A Target_4N IbdmMHK alGbdgK Incongruent right error Normal 942
34 135 LeftLarger PercIExp Prime_4N Target_6A CeKdagM DaIcGik Incongruent left error Normal 673
34 136 LeftLarger PercIExp Prime_4N Target_9N DGgiLlf lakKJgA Incongruent left error Normal 948
34 137 LeftLarger PercIExp Prime_9A Target_9A DdEMLfI fiIAeDc Congruent right error Normal 912
34 138 LeftLarger PercIExp Prime_6N Target_4A eHiLIEf dIgEcKC Incongruent right error Normal 1195
34 139 LeftLarger PercIExp Prime_9N Target_4N hFKmGak fbJiBcC Incongruent right error Normal 1378
34 140 LeftLarger PercIExp Prime_9N Target_6A dglFehj ibLECDa Congruent left correct Normal 832
34 141 LeftLarger PercIExp Prime_4N Target_9A lIiJgcA kKcbglD Incongruent right correct Normal 1065
34 142 LeftLarger PercIExp Prime_1A Target_6A hKMIHEe aAMdfbh Incongruent right correct Normal 727
34 143 LeftLarger PercIExp Prime_1N Target_6A LjCFgKk JKiheDE Incongruent left error Normal 962
34 144 LeftLarger PercIExp Prime_9N Target_1N hgclACk IHEilCh Incongruent right error Normal 936
34 145 LeftLarger PercIExp Prime_1N Target_4A GflMiAB MGAjefJ Congruent left error Normal 501
34 146 LeftLarger PercIExp Prime_9N Target_9A LakbMfi ikamEAD Congruent right error Normal 616
34 147 LeftLarger PercIExp Prime_9N Target_4A gabHhLd ijldBke Incongruent right error Normal 611
34 148 LeftLarger PercIExp Prime_9A Target_1N fkcjMCG LAGgjmK Incongruent right error Normal 597
34 149 LeftLarger PercIExp Prime_9A Target_4A geHdafD dmBMJDL Incongruent left correct Normal 878
34 150 LeftLarger PercIExp Prime_1A Target_9N ABCmglM ehAcEJL Incongruent right correct Normal 875
34 151 LeftLarger PercIExp Prime_4A Target_6N BlGKAhe aMlGIdj Incongruent right correct Normal 737
34 152 LeftLarger PercIExp Prime_1N Target_1N BHElAmK ChAcFIb Congruent left error Normal 888
34 153 LeftLarger PercIExp Prime_4A Target_4N MgDlfiA EcgmMGh Congruent right correct Normal 786
34 154 LeftLarger PercIExp Prime_1N Target_9N IidKfkA fibgLlD Incongruent right correct Normal 1311
34 155 LeftLarger PercIExp Prime_9N Target_6N ALcEdBa IejgJCA Congruent left correct Normal 733
34 156 LeftLarger PercIExp Prime_4N Target_9N HbMjfAC AakilEB Incongruent left error Normal 574
34 157 LeftLarger PercIExp Prime_9A Target_4N KmbidHM BFGDIla Incongruent right error Normal 777
34 158 LeftLarger PercIExp Prime_9A Target_9N BJDLcjE hFcMJAL Congruent right error Normal 993
34 159 LeftLarger PercIExp Prime_4A Target_4A GIMDbgA dEjkhCf Congruent right correct Normal 792
34 160 LeftLarger PercIExp Prime_1A Target_6N FJbhDHI dJHCamf Incongruent left error Normal 541
34 161 LeftLarger PercIExp Prime_6N Target_6A gAfBahe gkdBiGf Congruent right error Normal 737
34 162 LeftLarger PercIExp Prime_9N Target_9N FcbhBKl egkMmCE Congruent right error Normal 1218
34 163 LeftLarger PercIExp Prime_6A Target_9A LJDBkcb cjEHmgh Congruent right error Normal 817
34 164 LeftLarger PercIExp Prime_6A Target_1A EAhGdgf feMCiaD Incongruent left correct Normal 1030
34 165 LeftLarger PercIExp Prime_1A Target_1A dHCijGI cAihHJG Congruent left error Normal 626
34 166 LeftLarger PercIExp Prime_1A Target_6A HbLfhEJ ihleFHE Incongruent right correct Normal 643
34 167 LeftLarger PercIExp Prime_1A Target_1N ABDdkMI cFGjHgi Congruent right correct Normal 812
34 168 LeftLarger PercIExp Prime_6N Target_4A dfHijMh MmbAhKI Incongruent left correct Normal 779
34 169 LeftLarger PercIExp Prime_6A Target_6N mEIfajl Kmcgakj Congruent left correct Normal 1245
34 170 LeftLarger PercIExp Prime_6A Target_6A LdHKIib BhiHdKf Congruent right error Normal 1366
34 171 LeftLarger PercIExp Prime_9A Target_1A hkebAld cFEBalM Incongruent right error Normal 849
34 172 LeftLarger PercIExp Prime_9N Target_4N GIeJfdh CbhIafD Incongruent right error Normal 731
34 173 LeftLarger PercIExp Prime_1N Target_6A HAKDFIe IkBbdCG Incongruent left error Normal 665
34 174 LeftLarger PercIExp Prime_4N Target_4N kECabDm hHmGcdJ Congruent left error Normal 1135
34 175 LeftLarger PercIExp Prime_6N Target_9N IkeLaBm MbfFglk Congruent right error Normal 1335
34 176 LeftLarger PercIExp Prime_9A Target_9A aFALckd IcMdGEa Congruent left correct Normal 1084
34 177 LeftLarger PercIExp Prime_9N Target_6A IhEkbfg LMfhBKl Congruent left correct Normal 798
34 178 LeftLarger PercIExp Prime_4N Target_4A CHFGBdl AhKbCem Congruent right correct Normal 918
34 179 LeftLarger PercIExp Prime_9A Target_6N aeiCJbG hAIbaDm Congruent left correct Normal 1224
34 180 LeftLarger PercIExp Prime_1A Target_4A mGLEHIC LmMKlcj Congruent left error Normal 987
34 181 LeftLarger PercIExp Prime_9N Target_1A KDcmMBj mjEBMck Incongruent left correct Normal 814
34 182 LeftLarger PercIExp Prime_1N Target_9A jcbhGKB bdaBmAJ Incongruent right correct Normal 970
34 183 LeftLarger PercIExp Prime_4A Target_1N aKBIMlF JAILEKG Congruent right correct Normal 702
34 184 LeftLarger PercIExp Prime_4A Target_6A mJbKIfC jEiGaBe Incongruent left error Normal 522
34 185 LeftLarger PercIExp Prime_1A Target_4N LeChAaM MmkleJE Congruent right correct Normal 661
34 186 LeftLarger PercIExp Prime_9N Target_1N KECGkmg CHeKaFM Incongruent left correct Normal 994
34 187 LeftLarger PercIExp Prime_4N Target_6N IelbAjE hMkJAmb Incongruent left error Normal 717
34 188 LeftLarger PercIExp Prime_6A Target_4A HmIMGig dkfGcCb Incongruent right error Normal 1223
34 189 LeftLarger PercIExp Prime_9A Target_6A bCIeGlK MEDIkJF Congruent right error Normal 915
34 190 LeftLarger PercIExp Prime_1N Target_4N bdjaMJm IDfJAKa Congruent right correct Normal 883
34 191 LeftLarger PercIExp Prime_4A Target_9A jJLlhke CFhfGHM Incongruent right correct Normal 1028
34 192 LeftLarger PercIExp Prime_4A Target_9N gmhaGce ALCaeJH Incongruent left error Normal 1795
34 193 LeftLarger PercIExp Prime_1N Target_1A jbAdeCm eGadlmg Congruent right correct Normal 860
34 194 LeftLarger PercIExp Prime_6N Target_6N MhJGBkb LbAlBIC Congruent left correct Normal 1083
34 195 LeftLarger PercIExp Prime_6A Target_1N KJkEdhi GiHgkAB Incongruent right error Normal 966
34 196 LeftLarger PercIExp Prime_6N Target_9A Eaifgcb MHdKBLJ Congruent left correct Normal 837
34 197 LeftLarger PercIExp Prime_4N Target_1N AfLIaDm mFhaicd Congruent right correct Normal 696
34 198 LeftLarger PercIExp Prime_4N Target_1A AdhkcKF iCajghK Congruent left error Normal 905
34 199 LeftLarger PercIExp Prime_6A Target_4N blaHfCk jlkFgLJ Incongruent right error Normal 1133
34 200 LeftLarger PercIExp Prime_6A Target_9N MGemAEi eIfBcbj Congruent right error Normal 1357
34 201 LeftLarger PercIExp Prime_1N Target_6N hADIgGk JMlhIfm Incongruent left error Normal 605
34 202 LeftLarger PercIExp Prime_6N Target_1N JDKCLfc LGaIDhe Incongruent right error Normal 944
34 203 LeftLarger PercIExp Prime_4A Target_1A MKeiCbh MFeKJhm Congruent right correct Normal 1905
34 204 LeftLarger PercIExp Prime_6N Target_4N ebGFMiJ LCcFeHm Incongruent left correct Normal 1235
34 205 LeftLarger PercIExp Prime_4N Target_9A HhcgADm DdmicKJ Incongruent right correct Normal 1067
34 206 LeftLarger PercIExp Prime_1A Target_9A gGBdMhD hbcGAfg Incongruent right correct Normal 1427
34 207 LeftLarger PercIExp Prime_4N Target_6A LAfJKbh dkmAcFH Incongruent left error Normal 1119
34 208 LeftLarger PercIExp Prime_6N Target_1A KFHCEBM lDmiICk Incongruent right error Normal 612
34 209 LeftLarger PercIExp Prime_4N Target_1A AiljeBb KFLlghH Congruent left error Normal 437
34 210 LeftLarger PercIExp Prime_9A Target_9A IEfjClL ldEjGCA Congruent left correct Normal 691
34 211 LeftLarger PercIExp Prime_4A Target_1N jhgGakF EMADjlJ Congruent right correct Normal 568
34 212 LeftLarger PercIExp Prime_4N Target_4N lIjDGfC FAHbGaK Congruent right correct Normal 367
34 213 LeftLarger PercIExp Prime_4N Target_9N AlcgaBM ceimhbG Incongruent left error Normal 365
34 214 LeftLarger PercIExp Prime_1A Target_4A GlJFMEL mlGgLDj Congruent right correct Normal 617
34 215 LeftLarger PercIExp Prime_4A Target_9A ALDaCMj jHMGJAC Incongruent left error Normal 544
34 216 LeftLarger PercIExp Prime_4N Target_1N jcgCBad FGaCHdB Congruent left error Normal 553
34 217 LeftLarger PercIExp Prime_4A Target_6N fKBdCcD BghlcDe Incongruent right correct Normal 524
34 218 LeftLarger PercIExp Prime_1N Target_6A khaJDcf AflJkDe Incongruent right correct Normal 739
34 219 LeftLarger PercIExp Prime_1N Target_4A lEJMDhG BbJmhGE Congruent left error Normal 501
34 220 LeftLarger PercIExp Prime_6A Target_9N hCImelK AmLlgJi Congruent right error Normal 491
34 221 LeftLarger PercIExp Prime_6N Target_6N KAgdBbf lJdjkMH Congruent right error Normal 752
34 222 LeftLarger PercIExp Prime_1N Target_6N kaIgjld MjIibeC Incongruent left error Normal 563
34 223 LeftLarger PercIExp Prime_1N Target_1A KfFjcBd CEiKcha Congruent right correct Normal 615
34 224 LeftLarger PercIExp Prime_9A Target_6A gMlifLh EdcfCLg Congruent left correct Normal 671
34 225 LeftLarger PercIExp Prime_6N Target_9N Dmjbiah KImGaMe Congruent left correct Normal 655
34 226 LeftLarger PercIExp Prime_4N Target_6A CIdjgkm iDbKEBF Incongruent right correct Normal 677
34 227 LeftLarger PercIExp Prime_6N Target_1N dfKjAHJ jcCKBHg Incongruent right error Normal 548
34 228 LeftLarger PercIExp Prime_1A Target_1A CJDieFb dakmiIc Congruent left error Normal 841
34 229 LeftLarger PercIExp Prime_9N Target_6A JKEcHIB faIGcHL Congruent right error Normal 640
34 230 LeftLarger PercIExp Prime_1A Target_1N GdfjKBc dgEGhif Congruent left error Normal 718
34 231 LeftLarger PercIExp Prime_6N Target_9A eLECkhH ADMmIih Congruent right error Normal 649
34 232 LeftLarger PercIExp Prime_1N Target_1N gFjemIA fFiEGLJ Congruent right correct Normal 550
34 233 LeftLarger PercIExp Prime_9A Target_1A gBFKkeD hmiglML Incongruent right error Normal 436
34 234 LeftLarger PercIExp Prime_9N Target_9N aMcIBKf lfdJiAc Congruent left correct Normal 451
34 235 LeftLarger PercIExp Prime_9N Target_4A iheEdDB gDJchGl Incongruent right error Normal 580
34 236 LeftLarger PercIExp Prime_6N Target_4N BaeLgIK mMkjDKd Incongruent left correct Normal 975
34 237 LeftLarger PercIExp Prime_1N Target_9A laIcBmh MdFAJig Incongruent left error Normal 787
34 238 LeftLarger PercIExp Prime_1A Target_9A FLhHalK aKHCgLf Incongruent right correct Normal 686
34 239 LeftLarger PercIExp Prime_1A Target_6N biDMICB KeHkIGm Incongruent left error Normal 778
34 240 LeftLarger PercIExp Prime_1A Target_4N KGbFHik GjBIkmM Congruent right correct Normal 638
34 241 LeftLarger PercIExp Prime_9A Target_4N MdfjICh JblLcDi Incongruent left correct Normal 407
34 242 LeftLarger PercIExp Prime_6N Target_4A lCfLaKD aEbgfLM Incongruent right error Normal 610
34 243 LeftLarger PercIExp Prime_6N Target_6A mKAFcMh gfJCGDF Congruent left correct Normal 562
34 244 LeftLarger PercIExp Prime_9N Target_9A MjcbEBC CaJgDAe Congruent right error Normal 718
34 245 LeftLarger PercIExp Prime_9N Target_1A eMIhKfa lkLaJEA Incongruent left correct Normal 913
34 246 LeftLarger PercIExp Prime_6N Target_1A DlCbBEf MijEgfk Incongruent left correct Normal 778
34 247 LeftLarger PercIExp Prime_9A Target_6N lCEceMJ ECBdbhf Congruent left correct Normal 1469
34 248 LeftLarger PercIExp Prime_9A Target_9N BbiDEcg bgCBcfd Congruent right error Normal 553
34 249 LeftLarger PercIExp Prime_9N Target_6N adJMHlm CfbBAel Congruent left correct Normal 895
34 250 LeftLarger PercIExp Prime_4N Target_6N eBHjGlD MEAKHCD Incongruent left error Normal 1027
34 251 LeftLarger PercIExp Prime_4A Target_9N jKCaciA fhFEilG Incongruent right correct Normal 791
34 252 LeftLarger PercIExp Prime_6A Target_6N LAbGdca abFGAid Congruent left correct Normal 726
34 253 LeftLarger PercIExp Prime_6A Target_9A kIemGJF BibDgcl Congruent right error Normal 615
34 254 LeftLarger PercIExp Prime_6A Target_1A LhIgCia ieBgIlG Incongruent right error Normal 787
34 255 LeftLarger PercIExp Prime_9A Target_4A MFJGlbL kmIdJEe Incongruent left correct Normal 436
34 256 LeftLarger PercIExp Prime_4A Target_6A aDbHejC MikdJLg Incongruent left error Normal 590
34 257 LeftLarger PercIExp Prime_1A Target_6A cCmMbBG LcamCFg Incongruent right correct Normal 684
34 258 LeftLarger PercIExp Prime_4N Target_9A eFbfiBd hDKIECG Incongruent left error Normal 641
34 259 LeftLarger PercIExp Prime_4N Target_4A ACcmBFM EBAibfc Congruent left error Normal 591
34 260 LeftLarger PercIExp Prime_1A Target_9N ILlAiFE eabmkBA Incongruent left error Normal 679
34 261 LeftLarger PercIExp Prime_9A Target_1N MeEmdHc mjDHckM Incongruent right error Normal 595
34 262 LeftLarger PercIExp Prime_9N Target_4N gDGmjic MghbELK Incongruent left correct Normal 616
34 263 LeftLarger PercIExp Prime_1N Target_9N fFlHLeE MgBAkba Incongruent left error Normal 552
34 264 LeftLarger PercIExp Prime_6A Target_6A HdhiICD IJijLgh Congruent right error Normal 590
34 265 LeftLarger PercIExp Prime_6A Target_4A dJkFfej FAIhabD Incongruent right error Normal 750
34 266 LeftLarger PercIExp Prime_6A Target_1N gAjIliE abEeiJA Incongruent right error Normal 1310
34 267 LeftLarger PercIExp Prime_4A Target_1A HBgkGKI ifcdHMm Congruent left error Normal 751
34 268 LeftLarger PercIExp Prime_1N Target_4N jfclICK FMaBgJC Congruent left error Normal 832
34 269 LeftLarger PercIExp Prime_4A Target_4A dbBCmFf lBihmEM Congruent right correct Normal 625
34 270 LeftLarger PercIExp Prime_9N Target_1N iEFKlmh kKAgmij Incongruent right error Normal 571
34 271 LeftLarger PercIExp Prime_6A Target_4N bKmLChd DGHAmiF Incongruent left correct Normal 593
34 272 LeftLarger PercIExp Prime_4A Target_4N CfHEAab DdAGeLB Congruent right correct Normal 1003
35 17 LeftSmaller PercIExp Prime_4N Target_6A dMahKkL iEMmJGa Incongruent left correct Normal 819
35 18 LeftSmaller PercIExp Prime_6N Target_1A jidCeaK HALEldF Incongruent right correct Normal 1306
35 19 LeftSmaller PercIExp Prime_6A Target_9N ijeglLk IiAfkFc Congruent left error Normal 1336
35 20 LeftSmaller PercIExp Prime_6N Target_6N GdeMIEH GDjJkAB Congruent right correct Normal 1864
35 21 LeftSmaller PercIExp Prime_6N Target_9A CKGdlgA GHfcAeg Congruent right correct Normal 3781
35 22 LeftSmaller PercIExp Prime_4N Target_4A DaCkHbi bCegchk Congruent left correct Normal 1833
35 23 LeftSmaller PercIExp Prime_1N Target_1A DMcIidl hBfaiCd Congruent left correct Normal 989
35 24 LeftSmaller PercIExp Prime_1N Target_6A bhlkjeI ibeDaAB Incongruent right error Normal 1221
35 25 LeftSmaller PercIExp Prime_4N Target_9A FEeBGdk DCmkbFM Incongruent left correct Normal 1034
35 26 LeftSmaller PercIExp Prime_4N Target_4N AHkdIaC EdHImAf Congruent right error Normal 1303
35 27 LeftSmaller PercIExp Prime_4A Target_1A CeaFJgd iHFEAJc Congruent left correct Normal 1258
35 28 LeftSmaller PercIExp Prime_4N Target_1N FCkGdBH BDILHCM Congruent right error Normal 945
35 29 LeftSmaller PercIExp Prime_9A Target_1A JIjCDfM eIMlLgd Incongruent right correct Normal 806
35 30 LeftSmaller PercIExp Prime_9N Target_4N feBMKca HmdjbKM Incongruent left error Normal 668
35 31 LeftSmaller PercIExp Prime_4N Target_6N lFjdieB hledKBD Incongruent left correct Normal 760
35 32 LeftSmaller PercIExp Prime_4A Target_6A mbKldML AlLKcdF Incongruent right error Normal 1403
35 33 LeftSmaller PercIExp Prime_9A Target_1N EbJFHCh EGFlcMi Incongruent right correct Normal 1204
35 34 LeftSmaller PercIExp Prime_6A Target_1N jAhJHdC CaIEhgc Incongruent left error Normal 631
35 35 LeftSmaller PercIExp Prime_1A Target_1N hdHamib IlDKdBf Congruent right error Normal 597
35 36 LeftSmaller PercIExp Prime_1A Target_9N mHgJbhA JMDGFjK Incongruent left correct Normal 874
35 37 LeftSmaller PercIExp Prime_1N Target_9A BcDMigF IJeKmFG Incongruent right error Normal 1105
35 38 LeftSmaller PercIExp Prime_9N Target_9N KGMIHBa FDKBgbl Congruent left error Normal 1200
35 39 LeftSmaller PercIExp Prime_9A Target_6A lHDegiK hjFcIEd Congruent left error Normal 780
35 40 LeftSmaller PercIExp Prime_9N Target_1N AkfdgMG gLhabJd Incongruent right correct Normal 1211
35 41 LeftSmaller PercIExp Prime_1N Target_4A JLdCBAM ACcBibM Congruent left correct Normal 798
35 42 LeftSmaller PercIExp Prime_1A Target_4A bJeBahc HMKeGdl Congruent left correct Normal 567
35 43 LeftSmaller PercIExp Prime_6N Target_9N HKlhDgF gJkeEfm Congruent right correct Normal 787
35 44 LeftSmaller PercIExp Prime_4A Target_6N LmgHBia KlmIdcg Incongruent left correct Normal 875
35 45 LeftSmaller PercIExp Prime_1A Target_4N MBimcGE kEACIej Congruent right error Normal 882
35 46 LeftSmaller PercIExp Prime_6A Target_6N JlkIjML bJfAaDh Congruent left error Normal 578
35 47 LeftSmaller PercIExp Prime_6A Target_1A MDjLlGa jLEfIMb Incongruent right correct Normal 1770
35 48 LeftSmaller PercIExp Prime_1N Target_1N mcAdIfE AhefLCi Congruent left correct Normal 592
35 49 LeftSmaller PercIExp Prime_4A Target_1N LjKhkFA GAjlMaI Congruent left correct Normal 1903
35 50 LeftSmaller PercIExp Prime_6A Target_9A DKIliHc gMHfcBG Congruent right correct Normal 1160
35 51 LeftSmaller PercIExp Prime_6N Target_4A BlHEkLI CgGAfbI Incongruent right correct Normal 776
35 52 LeftSmaller PercIExp Prime_9N Target_1A AHfMigJ jcEBdFA Incongruent left error Normal 1793
35 53 LeftSmaller PercIExp Prime_9A Target_6N lCKHDIh jkIglhf Congruent left error Normal 2204
35 54 LeftSmaller PercIExp Prime_1A Target_9A igFfCKG eMabEHh Incongruent left correct Normal 701
35 55 LeftSmaller PercIExp Prime_6N Target_1N iBgfECa LJHMGdf Incongruent right correct Normal 827
35 56 LeftSmaller PercIExp Prime_9N Target_6N aMAFjJI iEJbBgm Congruent left error Normal 900
35 57 LeftSmaller PercIExp Prime_1A Target_6N hJjFmfc hAICFLc Incongruent left correct Normal 1704
35 58 LeftSmaller PercIExp Prime_9N Target_6A bgEkdMH ecdFfAC Congruent left error Normal 1653
35 59 LeftSmaller PercIExp Prime_6N Target_6A hJcLHMA bkiFMhH Congruent left error Normal 646
35 60 LeftSmaller PercIExp Prime_1A Target_1A cDIiGga beCjaMA Congruent left correct Normal 1033
35 61 LeftSmaller PercIExp Prime_4A Target_9A kegaFJi bCdeHDM Incongruent left correct Normal 805
